项梁	楚王上柱国	根骨型破枪宗师II	力断兜鍪 Lv.15	获胜奖励	374 +113	积分	2771	卸武
天机阵	天机阵	法算型控匕宗师IV	琉璃催心 Lv.6	获胜奖励	40 +12	积分	3032	
天机阵	天机阵	法算型控匕宗师IV	琉璃催心 Lv.5	获胜奖励	40 +12	积分	3033	
张良	汉之智囊	生存型法算传奇III	翻掌成山 Lv.12	获胜奖励	506 +152	积分	3034	
张良	汉之智囊	生存型法算传奇III	翻掌成山 Lv.12	获胜奖励	506 +152	积分	3035	
张良	汉之智囊	生存型法算传奇III	翻掌成山 Lv.12	获胜奖励	506 +152	积分	3036	
张良	汉之智囊	生存型法算传奇II	翻掌成山 Lv.12	获胜奖励	506 +152	积分	3037	
张良	汉之智囊	生存型法算传奇II	翻掌成山 Lv.12	获胜奖励	506 +152	积分	3038	
张良	汉之智囊	生存型法算传奇II	翻掌成山 Lv.10	获胜奖励	506 +152	积分	3039	截脉
汉中兵	汉中兵	臂力型破枪宗师V	狂龙出海 Lv.16	获胜奖励	40 +12	积分	3040	
汉中兵	汉中兵	臂力型破枪宗师V	狂龙出海 Lv.13	获胜奖励	40 +12	积分	3041	
汉中兵	汉中兵	臂力型破枪宗师V	技冠平生 Lv.8	获胜奖励	40 +12	积分	3042	
汉中兵	汉中兵	臂力型破枪宗师V	亢龙回首 Lv.5	获胜奖励	40 +12	积分	3045	
汉中兵	汉中兵	臂力型破枪宗师V	狂龙出海 Lv.13	获胜奖励	40 +12	积分	3047	
汉中兵	汉中兵	臂力型破枪宗师V	亢龙回首 Lv.6	获胜奖励	40 +12	积分	3050	
汉中兵	汉中兵	臂力型破枪宗师V	亢龙回首 Lv.5	获胜奖励	40 +12	积分	3051	
刘邦	沛公	身法型轻剑传奇IV	庄生晓梦 Lv.12	获胜奖励	528 +159	积分	3052	
刘邦	沛公	身法型轻剑传奇IV	庄生晓梦 Lv.12	获胜奖励	528 +159	积分	3053	
刘邦	沛公	身法型轻剑传奇IV	庄生晓梦 Lv.12	获胜奖励	528 +159	积分	3054	
刘邦	沛公	身法型轻剑传奇III	庄生晓梦 Lv.12	获胜奖励	528 +159	积分	3055	
刘邦	沛公	身法型轻剑传奇III	庄生晓梦 Lv.12	获胜奖励	528 +159	积分	3056	
刘邦	沛公	身法型轻剑传奇III	庄生晓梦 Lv.10	获胜奖励	528 +159	积分	3057	定身
拨云师	拨云师	消耗型法算宗师V	翻掌成山 Lv.11	获胜奖励	40 +12	积分	3058	
拨云师	拨云师	消耗型法算宗师V	翻掌成山 Lv.9	获胜奖励	40 +12	积分	3059	
拨云师	拨云师	消耗型法算宗师V	一叶织云 Lv.11	获胜奖励	40 +12	积分	3060	
拨云师	拨云师	消耗型法算宗师V	一叶织云 Lv.9	获胜奖励	40 +12	积分	3061	
拨云师	拨云师	消耗型法算宗师V	仙师弹水 Lv.11	获胜奖励	40 +12	积分	3062	
拨云师	拨云师	消耗型法算宗师V	仙师弹水 Lv.9	获胜奖励	40 +12	积分	3063	
拨云师	拨云师	消耗型法算宗师V	翻掌成山 Lv.11	获胜奖励	40 +12	积分	3064	
拨云师	拨云师	消耗型法算宗师V	翻掌成山 Lv.9	获胜奖励	40 +12	积分	3065	
拨云师	拨云师	消耗型法算宗师V	一叶织云 Lv.11	获胜奖励	40 +12	积分	3066	
拨云师	拨云师	消耗型法算宗师V	一叶织云 Lv.9	获胜奖励	40 +12	积分	3067	
拨云师	拨云师	消耗型法算宗师V	仙师弹水 Lv.11	获胜奖励	40 +12	积分	3068	
拨云师	拨云师	消耗型法算宗师V	仙师弹水 Lv.9	获胜奖励	40 +12	积分	3069	
陈平	汉之谋臣	生存型法算传奇III	画龙翻天 Lv.12	获胜奖励	506 +152	积分	3070	
陈平	汉之谋臣	生存型法算传奇III	画龙翻天 Lv.12	获胜奖励	506 +152	积分	3071	
陈平	汉之谋臣	生存型法算传奇III	画龙翻天 Lv.12	获胜奖励	506 +152	积分	3072	
陈平	汉之谋臣	生存型法算传奇II	画龙翻天 Lv.12	获胜奖励	506 +152	积分	3073	
陈平	汉之谋臣	生存型法算传奇II	画龙翻天 Lv.12	获胜奖励	506 +152	积分	3074	
陈平	汉之谋臣	生存型法算传奇II	画龙翻天 Lv.10	获胜奖励	506 +152	积分	3075	截脉
平阳军	平阳军	根骨型破枪宗师V	震啸山河 Lv.30	获胜奖励	40 +12	积分	3076	
平阳军	平阳军	根骨型破枪宗师V	震啸山河 Lv.25	获胜奖励	40 +12	积分	3077	
平阳军	平阳军	根骨型破枪宗师V	力断兜鍪 Lv.23	获胜奖励	40 +12	积分	3078	
平阳军	平阳军	根骨型破枪宗师V	力断兜鍪 Lv.19	获胜奖励	40 +12	积分	3079	
平阳军	平阳军	根骨型破枪宗师V	狂龙出海 Lv.16	获胜奖励	40 +12	积分	3080	
平阳军	平阳军	根骨型破枪宗师V	狂龙出海 Lv.13	获胜奖励	40 +12	积分	3081	
平阳军	平阳军	根骨型破枪宗师V	震啸山河 Lv.30	获胜奖励	40 +12	积分	3082	
平阳军	平阳军	根骨型破枪宗师V	震啸山河 Lv.25	获胜奖励	40 +12	积分	3083	
平阳军	平阳军	根骨型破枪宗师V	力断兜鍪 Lv.23	获胜奖励	40 +12	积分	3084	
平阳军	平阳军	根骨型破枪宗师V	力断兜鍪 Lv.19	获胜奖励	40 +12	积分	3085	
平阳军	平阳军	根骨型破枪宗师V	狂龙出海 Lv.16	获胜奖励	40 +12	积分	3086	
平阳军	平阳军	根骨型破枪宗师V	狂龙出海 Lv.13	获胜奖励	40 +12	积分	3087	
曹参	汉将军	身法型轻剑传奇III	弦翻塞外 Lv.9	获胜奖励	506 +152	积分	3088	
曹参	汉将军	身法型轻剑传奇III	弦翻塞外 Lv.9	获胜奖励	506 +152	积分	3089	
曹参	汉将军	身法型轻剑传奇III	弦翻塞外 Lv.9	获胜奖励	506 +152	积分	3090	
曹参	汉将军	身法型轻剑传奇II	弦翻塞外 Lv.9	获胜奖励	506 +152	积分	3091	
曹参	汉将军	身法型轻剑传奇II	弦翻塞外 Lv.9	获胜奖励	506 +152	积分	3092	
曹参	汉将军	身法型轻剑传奇II	弦翻塞外 Lv.7	获胜奖励	506 +152	积分	3093	卸武
长胜军	长胜军	反弹型防枪宗师V	鹰击长空 Lv.8	获胜奖励	40 +12	积分	3094	
长胜军	长胜军	反弹型防枪宗师V	鹰击长空 Lv.6	获胜奖励	40 +12	积分	3095	
长胜军	长胜军	反弹型防枪宗师V	后发制人 Lv.12	获胜奖励	40 +12	积分	3096	
长胜军	长胜军	反弹型防枪宗师V	后发制人 Lv.10	获胜奖励	40 +12	积分	3097	
长胜军	长胜军	反弹型防枪宗师V	雪絮飞痕 Lv.16	获胜奖励	40 +12	积分	3098	
长胜军	长胜军	反弹型防枪宗师V	雪絮飞痕 Lv.13	获胜奖励	40 +12	积分	3099	
长胜军	长胜军	反弹型防枪宗师V	鹰击长空 Lv.8	获胜奖励	40 +12	积分	3100	
长胜军	长胜军	反弹型防枪宗师V	鹰击长空 Lv.6	获胜奖励	40 +12	积分	3101	
长胜军	长胜军	反弹型防枪宗师V	后发制人 Lv.12	获胜奖励	40 +12	积分	3102	
长胜军	长胜军	反弹型防枪宗师V	后发制人 Lv.10	获胜奖励	40 +12	积分	3103	
长胜军	长胜军	反弹型防枪宗师V	雪絮飞痕 Lv.16	获胜奖励	40 +12	积分	3104	
长胜军	长胜军	反弹型防枪宗师V	雪絮飞痕 Lv.13	获胜奖励	40 +12	积分	3105	
周勃	虎贲令	臂力型破枪传奇III	暴麟逆走 Lv.7	获胜奖励	506 +152	积分	3106	
周勃	虎贲令	臂力型破枪传奇III	暴麟逆走 Lv.7	获胜奖励	506 +152	积分	3107	
周勃	虎贲令	臂力型破枪传奇III	暴麟逆走 Lv.7	获胜奖励	506 +152	积分	3108	
周勃	虎贲令	臂力型破枪传奇II	暴麟逆走 Lv.7	获胜奖励	506 +152	积分	3109	
周勃	虎贲令	臂力型破枪传奇II	暴麟逆走 Lv.7	获胜奖励	506 +152	积分	3110	
周勃	虎贲令	臂力型破枪传奇II	暴麟逆走 Lv.5	获胜奖励	506 +152	积分	3111	卸武
镇国兵	镇国兵	臂力型重剑传奇I	北望天狼 Lv.13	获胜奖励	50 +15	积分	3112	
镇国兵	镇国兵	臂力型重剑传奇I	北望天狼 Lv.11	获胜奖励	50 +15	积分	3113	
镇国兵	镇国兵	臂力型重剑传奇I	西风横渡 Lv.11	获胜奖励	50 +15	积分	3114	
镇国兵	镇国兵	臂力型重剑传奇I	西风横渡 Lv.9	获胜奖励	50 +15	积分	3115	
镇国兵	镇国兵	臂力型重剑传奇I	刀剑平戎 Lv.6	获胜奖励	50 +15	积分	3116	
镇国兵	镇国兵	臂力型重剑传奇I	刀剑平戎 Lv.5	获胜奖励	50 +15	积分	3117	
镇国兵	镇国兵	臂力型重剑传奇I	北望天狼 Lv.13	获胜奖励	50 +15	积分	3118	
镇国兵	镇国兵	臂力型重剑传奇I	北望天狼 Lv.11	获胜奖励	50 +15	积分	3119	
镇国兵	镇国兵	臂力型重剑传奇I	西风横渡 Lv.11	获胜奖励	50 +15	积分	3120	
镇国兵	镇国兵	臂力型重剑传奇I	西风横渡 Lv.9	获胜奖励	50 +15	积分	3121	
镇国兵	镇国兵	臂力型重剑传奇I	刀剑平戎 Lv.6	获胜奖励	50 +15	积分	3122	
镇国兵	镇国兵	臂力型重剑传奇I	刀剑平戎 Lv.5	获胜奖励	50 +15	积分	3123	
萧何	文终侯	消耗型法算传奇IV	一叶织云 Lv.10	获胜奖励	528 +159	积分	3124	
萧何	文终侯	消耗型法算传奇IV	一叶织云 Lv.10	获胜奖励	528 +159	积分	3125	
萧何	文终侯	消耗型法算传奇IV	一叶织云 Lv.10	获胜奖励	528 +159	积分	3126	
萧何	文终侯	消耗型法算传奇III	一叶织云 Lv.10	获胜奖励	528 +159	积分	3127	
萧何	文终侯	消耗型法算传奇III	一叶织云 Lv.10	获胜奖励	528 +159	积分	3128	
萧何	文终侯	消耗型法算传奇III	一叶织云 Lv.8	获胜奖励	528 +159	积分	3129	截脉
兵仙之师	兵仙之师	身法型法算传奇I	翻掌成山 Lv.12	获胜奖励	50 +15	积分	3130	
兵仙之师	兵仙之师	身法型法算传奇I	翻掌成山 Lv.10	获胜奖励	50 +15	积分	3131	
兵仙之师	兵仙之师	身法型法算传奇I	一叶织云 Lv.12	获胜奖励	50 +15	积分	3132	
兵仙之师	兵仙之师	身法型法算传奇I	一叶织云 Lv.10	获胜奖励	50 +15	积分	3133	
兵仙之师	兵仙之师	身法型法算传奇I	仙师弹水 Lv.12	获胜奖励	50 +15	积分	3134	
兵仙之师	兵仙之师	身法型法算传奇I	仙师弹水 Lv.10	获胜奖励	50 +15	积分	3135	
兵仙之师	兵仙之师	身法型法算传奇I	翻掌成山 Lv.12	获胜奖励	50 +15	积分	3136	
兵仙之师	兵仙之师	身法型法算传奇I	翻掌成山 Lv.10	获胜奖励	50 +15	积分	3137	
兵仙之师	兵仙之师	身法型法算传奇I	一叶织云 Lv.12	获胜奖励	50 +15	积分	3138	
兵仙之师	兵仙之师	身法型法算传奇I	一叶织云 Lv.10	获胜奖励	50 +15	积分	3139	
兵仙之师	兵仙之师	身法型法算传奇I	仙师弹水 Lv.12	获胜奖励	50 +15	积分	3140	
兵仙之师	兵仙之师	身法型法算传奇I	仙师弹水 Lv.10	获胜奖励	50 +15	积分	3141	
韩信	兵仙	反弹型防枪传奇IV	鹰击长空 Lv.8	获胜奖励	528 +159	积分	3142	
韩信	兵仙	反弹型防枪传奇IV	鹰击长空 Lv.8	获胜奖励	528 +159	积分	3143	
韩信	兵仙	反弹型防枪传奇IV	鹰击长空 Lv.8	获胜奖励	528 +159	积分	3144	
韩信	兵仙	反弹型防枪传奇III	鹰击长空 Lv.8	获胜奖励	528 +159	积分	3145	
韩信	兵仙	反弹型防枪传奇III	鹰击长空 Lv.8	获胜奖励	528 +159	积分	3146	
韩信	兵仙	反弹型防枪传奇III	鹰击长空 Lv.6	获胜奖励	528 +159	积分	3147	截脉
汉王师	汉王师	防御型弓箭传奇II	红日云烟 Lv.13	获胜奖励	50 +15	积分	3148	
汉王师	汉王师	防御型弓箭传奇II	红日云烟 Lv.11	获胜奖励	50 +15	积分	3149	
汉王师	汉王师	防御型弓箭传奇II	冰莲镜碎 Lv.20	获胜奖励	50 +15	积分	3150	
汉王师	汉王师	防御型弓箭传奇II	冰莲镜碎 Lv.17	获胜奖励	50 +15	积分	3151	
汉王师	汉王师	防御型弓箭传奇II	霹雳弦惊 Lv.10	获胜奖励	50 +15	积分	3152	
汉王师	汉王师	防御型弓箭传奇II	霹雳弦惊 Lv.8	获胜奖励	50 +15	积分	3153	
汉王师	汉王师	防御型弓箭传奇II	红日云烟 Lv.13	获胜奖励	50 +15	积分	3154	
汉王师	汉王师	防御型弓箭传奇II	红日云烟 Lv.11	获胜奖励	50 +15	积分	3155	
汉王师	汉王师	防御型弓箭传奇II	冰莲镜碎 Lv.20	获胜奖励	50 +15	积分	3156	
汉王师	汉王师	防御型弓箭传奇II	冰莲镜碎 Lv.17	获胜奖励	50 +15	积分	3157	
汉王师	汉王师	防御型弓箭传奇II	霹雳弦惊 Lv.10	获胜奖励	50 +15	积分	3158	
汉王师	汉王师	防御型弓箭传奇II	霹雳弦惊 Lv.8	获胜奖励	50 +15	积分	3159	
刘邦	汉王	纯内息气剑传奇V	剑舞七星 Lv.30	获胜奖励	550 +165	积分	3160	
刘邦	汉王	纯内息气剑传奇V	剑舞七星 Lv.30	获胜奖励	550 +165	积分	3161	
刘邦	汉王	纯内息气剑传奇V	剑舞七星 Lv.30	获胜奖励	550 +165	积分	3162	
刘邦	汉王	纯内息气剑传奇IV	剑舞七星 Lv.30	获胜奖励	550 +165	积分	3163	
刘邦	汉王	纯内息气剑传奇IV	剑舞七星 Lv.30	获胜奖励	550 +165	积分	3164	
刘邦	汉王	纯内息气剑传奇IV	剑舞七星 Lv.25	获胜奖励	550 +165	积分	3165	卸武
虎狼师	虎狼师	臂力型重剑传奇II	北望天狼 Lv.13	获胜奖励	40 +12	积分	3166	
虎狼师	虎狼师	臂力型重剑传奇II	北望天狼 Lv.11	获胜奖励	40 +12	积分	3167	
虎狼师	虎狼师	臂力型重剑传奇II	西风横渡 Lv.11	获胜奖励	40 +12	积分	3168	
虎狼师	虎狼师	臂力型重剑传奇II	西风横渡 Lv.9	获胜奖励	40 +12	积分	3169	
虎狼师	虎狼师	臂力型重剑传奇II	刀剑平戎 Lv.6	获胜奖励	40 +12	积分	3170	
虎狼师	虎狼师	臂力型重剑传奇II	刀剑平戎 Lv.5	获胜奖励	40 +12	积分	3171	
虎狼师	虎狼师	身法型轻剑传奇II	庄生晓梦 Lv.11	获胜奖励	40 +12	积分	3172	
虎狼师	虎狼师	身法型轻剑传奇II	庄生晓梦 Lv.9	获胜奖励	40 +12	积分	3173	
虎狼师	虎狼师	身法型轻剑传奇II	挑灯看剑 Lv.13	获胜奖励	40 +12	积分	3174	
虎狼师	虎狼师	身法型轻剑传奇II	挑灯看剑 Lv.11	获胜奖励	40 +12	积分	3175	
虎狼师	虎狼师	身法型轻剑传奇II	弦翻塞外 Lv.6	获胜奖励	40 +12	积分	3176	
虎狼师	虎狼师	身法型轻剑传奇II	弦翻塞外 Lv.5	获胜奖励	40 +12	积分	3177	
龙且	虎狼五将	臂力型破枪传奇V	亢龙回首 Lv.10	获胜奖励	275 +83	积分	3178	穿心
虞子期	虎狼五将	进攻型弓箭传奇V	雕弓满月 Lv.10	获胜奖励	275 +83	积分	3179	穿心
项羽	西楚霸王	臂力型破枪传奇VII	技冠平生 Lv.10	获胜奖励	594 +179	积分	3180	
项羽	西楚霸王	臂力型破枪传奇VII	技冠平生 Lv.10	获胜奖励	594 +179	积分	3181	
项羽	西楚霸王	臂力型破枪传奇VII	技冠平生 Lv.10	获胜奖励	594 +179	积分	3182	
项羽	西楚霸王	臂力型破枪传奇VI	技冠平生 Lv.10	获胜奖励	594 +179	积分	3183	
项羽	西楚霸王	臂力型破枪传奇VI	技冠平生 Lv.10	获胜奖励	594 +179	积分	3184	
项羽	西楚霸王	臂力型破枪传奇VI	技冠平生 Lv.8	获胜奖励	594 +179	积分	3185	穿心
虞姬	虞美人	纯内息气剑传奇VI	冷寒莲枝 Lv.30	获胜奖励	300 +90	积分	3186	
虞姬	虞美人	纯内息气剑传奇VI	冷寒莲枝 Lv.30	获胜奖励	300 +90	积分	3187	
虞姬	虞美人	纯内息气剑传奇VI	冷寒莲枝 Lv.30	获胜奖励	300 +90	积分	3188	
虞姬	虞美人	纯内息气剑传奇V	冷寒莲枝 Lv.30	获胜奖励	300 +90	积分	3189	
虞姬	虞美人	纯内息气剑传奇V	冷寒莲枝 Lv.30	获胜奖励	300 +90	积分	3190	
虞姬	虞美人	纯内息气剑传奇V	冷寒莲枝 Lv.25	获胜奖励	300 +90	积分	3191	






